NAME,IATA
S?Ÿ?œo Mateus Airport,SBJ
Porto de Moz Airport,PTQ
Nanuque Airport,NNU
Municipal Jos?Ÿ?? Figueiredo Airport,PSW
Feij?Ÿ?? Airport,FEJ
Oriximin?Ÿ?­ Airport,ORX
Picos Airport,PCS
Patos de Minas Airport,POJ
Pirapora Airport,PIV
San Quint?Ÿ??n Military Airstrip,SNQ
Cangapara Airport,FLB
Prado Airport,PDF
Caruaru Airport,CAU
Soure Airport,SFK
9 de Maio - Teixeira de Freitas Airport,TXF
?Ÿ??bidos Airport,OBI
Juscelino Kubitscheck Airport,TFL
Valen?Ÿ??a Airport,VAL
M?Ÿ??lio Viana Airport,QID
Breves Airport,BVS
Camocim Airport,CMC
Pinheiro Airport,PHI
Agropecu?Ÿ?­ria Castanhais Airport,ITI
Ant?Ÿ??nio Guerreiro Airport,GMS
Pouso Alegre Airport,PPY
Ituber?Ÿ?­ Airport,ITE
Borama Airport,BXX
Gatokae Airport,GTA
S?Ÿ??c Tr???Ÿng Airport,SOA
Cayenne-Rochambeau Airport,CAY
Grand-Santi Airport,GSI
Maripasoula Airport,MPY
Saint-Georges-de-l'Oyapock Airport,OYP
Saint-Laurent-du-Maroni Airport,LDX
Regina Airport,REI
Sa?Ÿ?§l Airport,XAU
Al Thaurah Airport,SOR
San Juan Aposento Airport,APE
Alerta Airport,ALD
Alferez FAP Alfredo Vladimir Sara Bauer Airport,AOP
Teniente General Gerardo P?Ÿ??rez Pinedo Airport,AYX
Moyobamba Airport,MBP
Huallaga Airport,BLP
Iberia Airport,IBP
Cap FAP David Abenzur Rengifo International Airport,PCL
Trompeteros Airport,TDP
Teniente FAP Jaime A De Montreuil Morales Airport,CHM
Tingo Maria Airport,TGI
Capitan FAP Jose A Quinones Gonzales International Airport,CIX
Coronel FAP Alfredo Mendivil Duarte Airport,AYP
Andahuaylas Airport,ANS
Comandante FAP German Arias Graziani Airport,ATA
Quince Air Base,UMI
Jorge Ch?Ÿ?­vez International Airport,LIM
Uchiza Airport,UCZ
Juan Simons Vela Airport,RIJ
Shumba Airport,JAE
Juanjui Airport,JJI
Francisco Carle Airport,JAU
Inca Manco Capac International Airport,JUL
San Juan de Marcona Airport,SJA
Mayor General FAP Armando Revoredo Iglesias Airport,CJA
San Nicolas Airport,RIM
Ilo Airport,ILQ
Capitan FAP Pedro Canga Rodriguez Airport,TBP
Mayor PNP Nancy Flores Paucar Airport,MZA
Santa Maria Airport,SMG
Moises Benzaquen Rengifo Airport,YMS
Alferez Fap David Figueroa Fernandini Airport,HUU
Saposoa Airport,SQU
Chachapoyas Airport,CHH
Coronel FAP Francisco Secada Vignetta International Airport,IQT
Rodr?Ÿ??guez Ball?Ÿ??n International Airport,AQP
Capitan FAP Carlos Martinez De Pinillos International Airport,TRU
Capit?Ÿ?­n FAP Ren?Ÿ?­n El?Ÿ??as Olivera International Airport,PIO
Cadete FAP Guillermo Del Castillo Paredes Airport,TPP
Shiringayoc Airport,SYC
Coronel FAP Carlos Ciriani Santa Rosa International Airport,TCQ
Padre Aldamiz International Airport,PEM
Capit?Ÿ?­n FAP Guillermo Concha Iberico International Airport,PIU
Capitan Montes Airport,TYL
Maria Reiche Neuman Airport,NZC
Alejandro Velasco Astete International Airport,CUZ
Shangrao Sanqingshan Airport,SQD
Shaxian Airport,SQJ
China Strait Airstrip,SQT
Cayana Airstrip,AAJ
Tepoe Airstrip,KCB
Palo Verde Airport,SRL
Sandringham Airport,SRM
Stony River 2 Airport,SRV
Carlos Ruhl Airport,CZB
Captain Jo?Ÿ?œo Busse Airport,APU
Aeroclube de Bento Gon?Ÿ??alves Airport,BGV
Blumenau Airport,BNU
Conc?Ÿ??rdia Airport,CCI
Cassil?Ÿ?›ndia Airport,CSS
Canela Airport,QCN
Corn?Ÿ??lio Proc?Ÿ??pio Airport,CKO
Dourados Airport,DOU
Erechim Airport,ERM
Francisco Beltr?Ÿ?œo Airport,FBE
Gua?Ÿ??ra Airport,QGA
Walter B?Ÿ?¬ndchen Airport,HRZ
Iju?Ÿ?? Airport,IJU
Itaqui Airport,ITQ
Santa Terezinha Airport,JCB
Campo Mour?Ÿ?œo Airport,CBW
Cachoeira do Sul Airport,QDB
Curitibanos Airport,QCR
Cacoal Airport,OAL
Helmuth Baungarten Airport,LOI
Alegrete Novo Airport,ALQ
Mafra Airport,QMF
Montenegro Airport,QGF
Novo Hamburgo Airport,QHV
S?Ÿ?œo Miguel do Oeste Airport,SQX
Arapongas Airport,APX
Juvenal Loureiro Cardoso Airport,PTO
Paranagu?Ÿ?­ Airport,PNG
Paranava?Ÿ?? Airport,PVI
Parana?Ÿ??ba Airport,PBB
Castro Airport,QAC
S?Ÿ?œo Louren?Ÿ??o do Sul Airport,SQY
Siassi Airport,SSS
S?Ÿ?œo Borja Airport,JBS
Santa Cruz do Sul Airport,CSU
Pl?Ÿ??nio Alarcom Airport,TJL
Umuarama Airport,UMU
Siasi Airport,SSV
Videira Airport,VIA
Santa Vit?Ÿ??ria do Palmar Airport,CTQ
Xanxer?Ÿ?¦ Airport,AXE
Avelino Vieira Airport,AAG
Santa Rosa Airport,SRA
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,PGZ
Artigas International Airport,ATI
Bella Union Airport,BUV
Laguna de Los Patos International Airport,CYR
Santa Bernardina International Airport,DZO
Capitan Corbeta CA Curbelo International Airport,PDP
Cerro Largo International Airport,MLZ
Carrasco International /General C L Berisso Airport,MVD
Tydeo Larre Borges Airport,PDU
Presidente General Don Oscar D. Gestido International Airport,RVY
Nueva Hesperides International Airport,STY
Tacuarembo Airport,TAW
Treinta y Tres Airport,TYT
Vichadero Airport,VCH
Oswaldo Guevara Mujica Airport,AGV
Anaco Airport,AAO
Armando Schwarck Airport,LPJ
General Jos?Ÿ?? Antonio Anzoategui International Airport,BLA
Barinas Airport,BNS
Barquisimeto International Airport,BRM
Escuela Mariscal Sucre Airport,MYC
"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",CBL
Caicara del Orinoco Airport,CXA
Zaraza Airport,ZRZ
Casigua El Cubo Airport,CUV
Calabozo Airport,CLZ
Canaima Airport,CAJ
Carora Airport,VCR
General Francisco Berm?Ÿ?§dez Airport,CUP
Jos?Ÿ?? Leonardo Chirinos Airport,CZE
Cuman?Ÿ?­ (Antonio Jos?Ÿ?? de Sucre) Airport,CUM
Puerto Paez Airport,PPZ
El Dorado Airport,EOR
Elorza Airport,EOZ
Guasdalito Airport,GDO
Guiria Airport,GUI
Guanare Airport,GUQ
Higuerote Airport,HGE
Icabar?Ÿ?§ Airport,ICA
Andr?Ÿ??s Miguel Salazar Marcano Airport,ICC
Josefa Camejo International Airport,LSP
Kavanayen Airport,KAV
La Fria Airport,LFR
La Chinita International Airport,MAR
Alberto Carnevalli Airport,MRD
Del Caribe Santiago Mari?Ÿ?ño International Airport,PMV
Sim?Ÿ??n Bol?Ÿ??var International Airport,CCS
Matur?Ÿ??n Airport,MUN
Oro Negro Airport,CBS
Cacique Aramare Airport,PYH
General Bartolome Salom International Airport,PBL
Pedernales Airport,PDZ
Perai Tepuy Airport,PPH
Paramillo Airport,SCI
General Manuel Carlos Piar International Airport,PZO
Palmarito Airport,PTM
Los Roques Airport,LRV
Stevens Village Airport,SVS
San Antonio Del Tachira Airport,SVZ
Santa B?Ÿ?­rbara de Barinas Airport,SBB
Santa Elena de Uairen Airport,SNV
Mayor Buenaventura Vivas International Airport,STD
Sub Teniente Nestor Arias Airport,SNF
San Fernando De Apure Airport,SFD
San Tom?Ÿ?? Airport,SOM
Santa B?Ÿ?­rbara del Zulia Airport,STB
Tucupita Airport,TUV
Tumeremo Airport,TMO
Uriman Airport,URM
Arturo Michelena International Airport,VLN
Juan Pablo P?Ÿ??rez Alfonso Airport,VIG
Dr. Antonio Nicol?Ÿ?­s Brice?Ÿ?ño Airport,VLV
Valle de La Pascua Airport,VDP
Barcelos Airport,BAZ
Pontes e Lacerda Airport,LCB
Borba Airport,RBB
Carauari Airport,CAF
Costa Marques Airport,CQS
Diamantino Airport,DMT
Dian?Ÿ??polis Airport,DNO
Siwea Airport,SWE
Eirunep?Ÿ?? Airport,ERN
Canarana Airport,CQA
S?Ÿ?œo F?Ÿ??lix do Araguaia Airport,SXO
Satwag Airport,SWG
Gurupi Airport,GRP
Aragua?Ÿ??na Airport,AUX
Humait?Ÿ?­ Airport,HUW
Ipiranga Airport,IPG
Santa Izabel do Morro Airport,IDO
Ji-Paran?Ÿ?­ Airport,JPR
Ju?Ÿ??na Airport,JIA
Juruena Airport,JRN
Jata?Ÿ?? Airport,JTI
C?Ÿ?­ceres Airport,CCX
Coari Airport,CIZ
Catal?Ÿ?œo Airport,TLZ
L?Ÿ?­brea Airport,LBR
General Leite de Castro Airport,RVD
Mau?Ÿ??s Airport,MBZ
Novo Aripuan?Ÿ?œ Airport,NVP
Nova Vida Airport,AQM
Novo Campo Airport,BCR
Niquel?Ÿ?›ndia Airport,NQL
An?Ÿ?­polis Airport,APS
Fonte Boa Airport,FBA
Porto dos Ga?Ÿ?§chos Airport,PBV
Parintins Airport,PIN
Pimenta Bueno Airport,PBQ
Fazenda Piraguassu Airport,PBX
Silur Airport,SWR
Arraias Airport,AAI
Maestro Marinho Franco Airport,ROO
Aripuan?Ÿ?œ Airport,AIR
Presidente Jo?Ÿ?œo Batista Figueiredo Airport,OPS
Santa Terezinha Airport,STZ
Tapuruquara Airport,IRZ
Tangar?Ÿ?­ da Serra Airport,TGQ
Fazenda Tucunar?Ÿ?? Airport,AZL
Taguatinga Airport,QHN
S?Ÿ?œo Miguel do Araguaia Airport,SQM
Vila Bela da Sant?Ÿ??ssima Trindade Airport,MTG
Vila Rica Airport,VLP
Regional Orlando Villas Boas Airport,MBK
Xavantina Airport,NOK
Sehulea Airport,SXH
Nunam Iqua Airport,SXP
Aishalton Airport,AHL
Annai Airport,NAI
Seal Bay Seaplane Base,SYB
Baramita Airport,BMJ
Bartica A Airport,GFO
Cheddi Jagan International Airport,GEO
Eugene F. Correira International Airport,OGL
Imbaimadai Airport,IMB
Kamarang Airport,KAR
Karanambo Airport,KRM
Karasabai Airport,KRG
Kato Airport,KTO
Konawaruk Airport,KKG
Lumid Pau Airport,LUB
Lethem Airport,LTM
Mabaruma Airport,USI
Mahdia Airport,MHA
Maikwak Airport,VEG
Monkey Mountain Airport,MYM
Matthews Ridge Airport,MWJ
Stanton Airfield,SYN
New Amsterdam Airport,QSX
Orinduik Airport,ORJ
Paramakatoi Airport,PMT
Paruma Airport,PRR
Sand Creek Airport,SDC
Skeldon Airport,SKM
Santa Cruz Island Airport,SZN
Santa Paula Airport,SZP
V.C. Bird International Airport,ANU
Codrington Airport,BBQ
Timbunke Airport,TBE
Grantley Adams International Airport,BGI
Tarabo Airport,TBQ
Tabal Airstrip,TBV
Tinboli Airport,TCK
Takotna Airport,TCT
Tetebedi Airport,TDB
Canefield Airport,DCF
Douglas-Charles Airport,DOM
Sasereme Airport,TDS
Terapo Airport,TEO
Tifalmin Airport,TFB
La D?Ÿ??sirade Airport,DSD
Baillif Airport,BBR
St-Fran?Ÿ??ois Airport,SFC
Martinique Aim?Ÿ?? C?Ÿ??saire International Airport,FDF
L'Esp?Ÿ??rance Airport,SFG
Gustaf III Airport,SBH
Les Bases Airport,GBJ
Pointe-?Ÿ?ÿ-Pitre Le Raizet,PTP
Terre-de-Haut Airport,LSS
Tarfaya Airport,TFY
Tagula Airport,TGL
Point Salines International Airport,GND
Lauriston Airport,CRU
Cyril E. King Airport,STT
Henry E Rohlsen Airport,STX
Antonio Nery Juarbe Pol Airport,ARE
Rafael Hernandez Airport,BQN
Ticantiki Airport,TJC
Benjamin Rivera Noriega Airport,CPX
Diego Jimenez Torres Airport,FAJ
Fernando Luis Ribas Dominicci Airport,SIG
Eugenio Maria De Hostos Airport,MAZ
Mercedita Airport,PSE
Jos?Ÿ?? Aponte de la Torre Airport,NRR
Luis Munoz Marin International Airport,SJU
Antonio Rivera Rodriguez Airport,VQS
Robert L. Bradshaw International Airport,SKB
Vance W. Amory International Airport,NEV
Tumolbil Airport,TLP
George F. L. Charles Airport,SLU
Hewanorra International Airport,UVF
Tuluksak Airport,TLT
Enfidha - Hammamet International Airport,NBE
Queen Beatrix International Airport,AUA
Flamingo International Airport,BON
Hato International Airport,CUR
F. D. Roosevelt Airport,EUX
Princess Juliana International Airport,SXM
Juancho E. Yrausquin Airport,SAB
Jumandy Airport,TNW
Torokina Airport,TOK
Port Alsworth Airport,PTA
Tapeta Airport,TPT
Clayton J Lloyd International Airport,AXA
Bing?Ÿ??l ?Ÿ??eltiksuyu Airport,BGG
Ordu Giresun Airport,OGU
I????d???ñr Airport,IGD
John A. Osborne Airport,MNI
Tanacross Airport,TSG
Tsile Tsile Airport,TSI
Tobago-Crown Point Airport,TAB
Piarco International Airport,POS
Tupile Airport,TUE
Tum Airport,TUJ
Captain Auguste George Airport,NGD
Terrance B. Lettsome International Airport,EIS
Virgin Gorda Airport,VIJ
Argyle International Airport,SVD
J F Mitchell Airport,BQU
Canouan Airport,CIW
Mustique Airport,MQS
Union Island International Airport,UNI
Dongsha Island Airport,DSX
Chi Mei Airport,CMJ
L.F. Wade International International Airport,BDA
Tyonek Airport,TYE
Mchauru Airport,GIT
Lushoto Airport,LUY
Tsimiroro Airport,TZO
Dubois Municipal Airport,DBS
Myrhorod Air Base,MXR
Kakhnovka Airfield,KHU
Almaty Airport,ALA
Balkhash Airport,BXH
Boralday Airport,BXJ
Astana International Airport,TSE
Kokshetau Airport,KOV
Petropavlosk South Airport,PPK
Taraz Airport,DMB
Mount Aue Airport,UAE
Issyk-Kul International Airport,IKU
Manas International Airport,FRU
Osh Airport,OSS
Shymkent Airport,CIT
Zhezkazgan Airport,DZN
Sary-Arka Airport,KGF
Kzyl-Orda Southwest Airport,KZO
Uralsk Airport,URA
Ekibastuz Airport,EKB
Zaysan Airport,SZI
Ust-Kamennogorsk Airport,UKK
Pavlodar Airport,PWQ
Semipalatinsk Airport,PLX
Aktau Airport,SCO
Atyrau Airport,GUW
Aktobe Airport,AKX
Arkalyk North Airport,AYK
Kostanay West Airport,KSN
Heydar Aliyev International Airport,GYD
Ganja International Airport,KVD
Lankaran International Airport,LLK
Nakhchivan Airport,NAJ
Gabala International Airport,GBB
Zaqatala International Airport,ZTU
Yevlakh Airport,YLV
Buin Airport,UBI
Gyumri Shirak Airport,LWN
Zvartnots International Airport,EVN
Batagay Airport,BQJ
Sakkyryr Airport,SUK
Ust-Kuyga Airport,UKG
Talakan Airport,TLK
Aldan Airport,ADH
Yakutsk Airport,YKS
Chulman Airport,NER
Moma Airport,MQJ
Magan Airport,GYG
Olyokminsk Airport,OLZ
Ust-Nera Airport,USR
Ust-Maya Airport,UMS
Verkhnevilyuisk Airport,VHV
Nyurba Airport,NYR
Suntar Airport,SUY
Vilyuisk Airport,VYI
Lensk Airport,ULK
Olenyok Airport,ONK
Polyarny Airport,PYJ
Mirny Airport,MJZ
Saskylakh Airport,SYS
Belaya Gora Airport,BGN
Srednekolymsk Airport,SEK
Chokurdakh Airport,CKH
Cherskiy Airport,CYX
Tiksi Airport,IKS
Zyryanka Airport,ZKP
Savannah Airstrip,KHX
Moyo Airport,OYG
Ugashik Bay Airport,UGB
Kopitnari Airport,KUT
Batumi International Airport,BUS
Sukhumi Dranda Airport,SUI
Tbilisi International Airport,TBS
Ignatyevo Airport,BQS
Magdagachi Airport,GDG
Tynda Airport,TYD
Khabarovsk-Novy Airport,KHV
Komsomolsk-on-Amur Airport,KXK
Maygatka Airport.,GVN
Ugolny Airport,DYR
Provideniya Bay Airport,PVS
Keperveem Airport,KPW
Sokol Airport,GDX
Markovo Airport,KVM
Pevek Airport,PWE
Bogorodskoye Airport,BQG
Nikolayevsk-na-Amure Airport,NLI
Okhotsk Airport,OHO
Yelizovo Airport,PKC
Burevestnik Airport,BVV
Okha Airport,OHH
Iturup Airport,ITU
Shakhtyorsk Airport,EKS
Mendeleyevo Airport,DEE
Zonalnoye Airport,ZZO
Yuzhno-Sakhalinsk Airport,UUS
Amgu Airport,AEM
Svetlaya Airport,ETL
Yedinka Airport,EDN
Kavalerovo Airport,KVR
Plastun Airport,TLY
Terney Airport,NEI
Vladivostok International Airport,VVO
Chita-Kadala Airport,HTA
Bratsk Airport,BTK
Ust-Ilimsk Airport,UIK
Irkutsk Airport,IKT
Bodaybo Airport,ODO
Yerbogachen Airport,ERG
Kirensk Airport,KCK
Ust-Kut Airport,UKX
Ulan-Ude Airport (Mukhino),UUD
Ujae Atoll Airport,UJE
Uljin Airport,UJN
Boryspil International Airport,KBP
Kramatorsk Airport,KRQ
Mariupol International Airport,MPW
Sievierodonetsk Airport,SEV
Luhansk International Airport,VSG
Dnipropetrovsk International Airport,DNK
Zaporizhzhia International Airport,OZH
Kryvyi Rih International Airport,KWG
Belbek Airport,UKS
Simferopol International Airport,SIP
Kerch Airport,KHC
Mukhaizna Airport,UKH
Kharkiv International Airport,HRK
Suprunovka Airport,PLV
Sumy Airport,UMY
Cherkasy International Airport,CKC
Kirovograd Airport,KGO
Kiev Zhuliany International Airport,IEV
Gostomel Airport,GML
Zhytomyr Airport,ZTR
Lutsk Airport,UCK
Khmelnytskyi Airport,HMJ
Ivano-Frankivsk International Airport,IFO
Lviv International Airport,LWO
Chernivtsi International Airport,CWC
Rivne International Airport,RWN
Uzhhorod International Airport,UDJ
Kherson International Airport,KHE
Mykolaiv International Airport,NLV
Odessa International Airport,ODS
Vinnytsia/Gavyryshivka Airport,VIN
Talagi Airport,ARH
Leshukonskoye Airport,LDG
Naryan Mar Airport,NNM
Solovki Airport,CSH
Cherepovets Airport,CEE
Amderma Airport,AMV
Varandey Airport,VRI
Majeed Bin Abdulaziz Airport,ULH
Kotlas Airport,KSZ
Pulkovo Airport,LED
Kirovsk-Apatity Airport,KVK
Murmansk Airport,MMK
Velikiye Luki Airport,VLU
Pskov Airport,PKV
Petrozavodsk Airport,PES
Vologda Airport,VGD
Brest Airport,BQT
Gomel Airport,GME
Vitebsk Vostochny Airport,VTB
Khrabrovo Airport,KGD
Hrodna Airport,GNA
Minsk National Airport,MSQ
Mogilev Airport,MVQ
Abakan Airport,ABA
Barnaul Airport,BAX
Gorno-Altaysk Airport,RGK
Kemerovo Airport,KEJ
Yeniseysk Airport,EIE
Podkamennaya Tunguska Airport,TGP
Yemelyanovo Airport,KJA
Achinsk Airport,ACS
Kyzyl Airport,KYZ
Tolmachevo Airport,OVB
Omsk Central Airport,OMS
Strezhevoy Airport,SWT
Bogashevo Airport,TOF
Spichenkovo Airport,NOZ
Dikson Airport,DKS
Khatanga Airport,HTG
Igarka Airport,IAA
Norilsk-Alykel Airport,NSK
Turukhansk Airport,THX
Anapa Vityazevo Airport,AAQ
Yeysk Airport,EIK
Gelendzhik Airport,GDZ
Krasnodar Pashkovsky International Airport,KRR
Uytash Airport,MCX
Mineralnyye Vody Airport,MRV
Nalchik Airport,NAL
Beslan Airport,OGZ
Magas Airport,IGT
Stavropol Shpakovskoye Airport,STW
Platov International Airport,ROV
Taganrog Yuzhny Airport,TGK
Sochi International Airport,AER
Astrakhan Airport,ASF
Elista Airport,ESL
Volgograd International Airport,VOG
Williston Basin International Airport,XWA
Spirit Lake Municipal Airport,RTL
Chelyabinsk Balandino Airport,CEK
Magnitogorsk International Airport,MQF
Sabetta International Airport,SBT
Salekhard Airport,SLY
Mys Kamenny Airport,YMK
Krasnoselkup Airport,KKQ
Tarko-Sale Airport,TQL
Urengoy Airport,UEN
Berezovo Airport,EZV
Khanty Mansiysk Airport,HMA
Igrim Airport,IRM
Nyagan Airport,NYA
Sovetskiy Airport,OVS
Uray Airport,URJ
Beloyarskiy Airport,EYK
Izhevsk Airport,IJK
Pobedilovo Airport,KVX
Nadym Airport,NYM
Novy Urengoy Airport,NUX
Nizhnevartovsk Airport,NJC
Bolshoye Savino Airport,PEE
Kogalym International Airport,KGP
Nefteyugansk Airport,NFG
Noyabrsk Airport,NOJ
Surgut Airport,SGC
Koltsovo Airport,SVX
Tobolsk Airport,TOX
Roshchino International Airport,TJM
Kurgan Airport,KRO
Balkanabat Airport,BKN
Monument Valley Airport,GMV
Ashgabat International Airport,ASB
Turkmenbashi Airport,KRW
Mary Airport,MYP
Da????oguz Airport,TAZ
Turkmenabat Airport,CRZ
Dushanbe Airport,DYU
Kulob Airport,TJU
Khudzhand Airport,LBD
Qurghonteppa International Airport,KQT
Andizhan Airport,AZN
Fergana International Airport,FEG
Namangan Airport,NMA
Nukus Airport,NCU
Urgench Airport,UGC
Navoi Airport,NVI
Bukhara Airport,BHK
Karshi Khanabad Airport,KSQ
Sugraly Airport,AFS
Samarkand Airport,SKD
Termez Airport,TMJ
Tashkent International Airport,TAS
Ustupo Airport,UTU
Kostroma Sokerkino Airport,KMW
Grabtsevo Airport,KLF
Ivanovo South Airport,IWA
Staroselye Airport,RYB
Bryansk Airport,BZK
Zhukovsky International Airport,ZIA
Domodedovo International Airport,DME
Tunoshna Airport,IAR
Sheremetyevo International Airport,SVO
Migalovo Air Base,KLD
Ostafyevo International Airport,OSF
Chkalovskiy Air Base,CKL
Belgorod International Airport,EGO
Kursk East Airport,URS
Lipetsk Airport,LPK
Voronezh International Airport,VOZ
Oryol Yuzhny Airport,OEL
Donskoye Airport,TBW
Manumu Airport,UUU
Turlatovo Airport,RZN
Klokovo Airfield,TYA
Vnukovo International Airport,VKO
Ukhta Airport,UCT
Inta Airport,INA
Pechora Airport,PEX
Usinsk Airport,USK
Vorkuta Airport,VKT
Ust-Tsylma Airport,UTS
Syktyvkar Airport,SCW
Nizhny Novgorod Strigino International Airport,GOJ
Bugulma Airport,UUA
Kazan International Airport,KZN
Begishevo Airport,NBC
Yoshkar-Ola Airport,JOK
Cheboksary Airport,CSY
Zhigansk Airport,ZIX
Ulyanovsk Baratayevka Airport,ULV
Ulyanovsk East Airport,ULY
Orenburg Central Airport,REN
Orsk Airport,OSW
Penza Airport,PEZ
Saransk Airport,SKX
Balakovo Airport,BWO
Saratov Central Airport,RTW
Beloretsk Airport,BCX
Neftekamsk Airport,NEF
Oktyabrskiy Airport,OKT
Ufa International Airport,UFA
Kurumoch International Airport,KUF
Hope Bay Aerodrome,UZM
Urzhar Airport,UZR
"Rewa Airport, Chorhata, REWA",REW
Diu Airport,DIU
Sardar Vallabhbhai Patel International Airport,AMD
Akola Airport,AKD
Aurangabad Airport,IXU
Chhatrapati Shivaji International Airport,BOM
Bilaspur Airport,PAB
Bhuj Airport,BHJ
Belgaum Airport,IXG
Vadodara Airport,BDQ
Raja Bhoj International Airport,BHO
Bhavnagar Airport,BHU
Daman Airport,NMB
Guna Airport,GUX
Dabolim Airport,GOI
Hubli Airport,HBX
Devi Ahilyabai Holkar Airport,IDR
Jabalpur Airport,JLR
Jamnagar Airport,JGA
Kandla Airport,IXY
Khajuraho Airport,HJR
Kolhapur Airport,KLH
Keshod Airport,IXK
Nanded Airport,NDC
Dr. Babasaheb Ambedkar International Airport,NAG
Nashik Airport,ISK
Pune Airport,PNQ
Porbandar Airport,PBD
Ratnagiri Airport,RTC
Rajkot Airport,RAJ
Raipur Airport,RPR
Shirdi Airport,SAG
Solapur Airport,SSE
Surat Airport,STV
Maharana Pratap Airport,UDR
Bandaranaike International Colombo Airport,CMB
Anuradhapura Air Force Base,ACJ
Batticaloa Airport,BTC
Colombo Ratmalana Airport,RML
Ampara Airport,ADP
Hingurakgoda Air Force Base,HIM
Kankesanturai Airport,JAF
Koggala Airport,KCT
Katukurunda Air Force Base,KTY
Sigiriya Air Force Base,GIU
China Bay Airport,TRR
Weerawila Airport,WRZ
Mattala Rajapaksa International Airport,HRI
Battambang Airport,BBM
Kampong Chhnang Airport,KZC
Kaoh Kong Airport,KKZ
Kratie Airport,KTI
Mondulkiri Airport,MWV
Phnom Penh International Airport,PNH
Ratanakiri Airport,RBE
Siem Reap International Airport,REP
Stung Treng Airport,TNX
Sihanoukville International Airport,KOS
Krakor Airport,KZD
Lagunillas Airport,LGY
Zaraza Airport,ZRZ
Kamarata Airport,KTV
La Guaira Airport,LAG
Macagua Airport,SFX
San Salvador de Paul Airport,SVV
Wonken Airport,WOK
Along Airport,IXV
Agartala Airport,IXA
Bagdogra Airport,IXB
Balurghat Airport,RGH
Shillong Airport,SHL
Biju Patnaik Airport,BBI
Netaji Subhash Chandra Bose International Airport,CCU
Cooch Behar Airport,COH
Dhanbad Airport,DBD
Kazi Nazrul Islam Airport,RDP
Daporijo Airport,DEP
Gorakhpur Airport,GOP
Lokpriya Gopinath Bordoloi International Airport,GAU
Gaya Airport,GAY
Imphal Airport,IMF
Jharsuguda Airport,JRG
Jeypore Airport,PYB
Sonari Airport,IXW
Jorhat Airport,JRH
Kamalpur Airport,IXQ
Kailashahar Airport,IXH
Silchar Airport,IXS
Khowai Airport,IXN
Lengpui Airport,AJL
North Lakhimpur Airport,IXI
Malda Airport,LDA
Dibrugarh Airport,DIB
Dimapur Airport,DMU
Muzaffarpur Airport,MZU
Pasighat Airport,IXT
Lok Nayak Jayaprakash Airport,PAT
Birsa Munda Airport,IXR
Rourkela Airport,RRK
Rupsi India Airport,RUP
Tezpur Airport,TEZ
Vishakhapatnam Airport,VTZ
Ziro Airport,ZER
Barisal Airport,BZL
Cox's Bazar Airport,CXB
Comilla Airport,CLA
Shah Amanat International Airport,CGP
Ishurdi Airport,IRD
Jessore Airport,JSR
Lalmonirhat Airport,LLJ
Shah Mokhdum Airport,RJH
Saidpur Airport,SPD
Thakurgaon Airport,TKR
Shamshernagar Airport,ZHM
Osmany International Airport,ZYL
Hazrat Shahjalal International Airport,DAC
Hong Kong International Airport,HKG
Agra Airport,AGR
Allahabad Airport,IXD
Sri Guru Ram Dass Jee International Airport,ATQ
Adampur Airport,AIP
Nal Airport,BKB
Lal Bahadur Shastri Airport,VNS
Kullu Manali Airport,KUU
Bhatinda Air Force Station,BUP
Bareilly Air Force Station,BEK
Chandigarh Airport,IXC
Kanpur Airport,KNU
Dehradun Airport,DED
Indira Gandhi International Airport,DEL
Kangra Airport,DHM
Gwalior Airport,GWL
Hissar Airport,HSS
Jodhpur Airport,JDH
Jaipur International Airport,JAI
Jaisalmer Airport,JSA
Jammu Airport,IXJ
Kishangarh Airport,KQH
Kota Airport,KTU
Ludhiana Airport,LUH
Leh Kushok Bakula Rimpochee Airport,IXL
Chaudhary Charan Singh International Airport,LKO
Pathankot Airport,IXP
Pantnagar Airport,PGH
Shimla Airport,SLV
Sheikh ul Alam Airport,SXR
Satna Airport,TNI
Vivigani Airfield,VIV
Gurue Airport,VJQ
Attopeu Airport,AOU
Ban Huoeisay Airport,HOE
Luang Phabang International Airport,LPQ
Luang Namtha Airport,LXG
Oudomsay Airport,ODY
Pakse International Airport,PKZ
Sayaboury Airport,ZBY
Savannakhet Airport,ZVK
Sam Neua Airport,NEU
Saravane Airport,VNA
Thakhek Airport,THK
Wattay International Airport,VTE
Xieng Khouang Airport,XKH
Xienglom Airport,XIE
Dr Juan Plate Airport,VMI
Macau International Airport,MFM
Dong Hoi Airport,VDH
Kontum Airport,KON
Bajhang Airport,BJH
Bhojpur Airport,BHP
Baglung Airport,BGL
Bharatpur Airport,BHR
Bajura Airport,BJU
Baitadi Airport,BIT
Gautam Buddha Airport,BWA
Bhadrapur Airport,BDP
Tulsipur Airport,DNP
Dhangarhi Airport,DHI
Darchula Airport,DAP
Dolpa Airport,DOP
Silgadi Doti Airport,SIH
Palungtar Airport,GKH
Jiri Airport,JIR
Jumla Airport,JUM
Janakpur Airport,JKR
Jomsom Airport,JMO
Tribhuvan International Airport,KTM
Lamidanda Airport,LDN
Lukla Airport,LUA
Langtang Airport,LTG
Manang Airport,NGX
Meghauli Airport,MEY
